id,asset,year,rep_period,time_block_start,time_block_end,dual_min_output_flow_with_unit_commitment
457,FR_OCGT,2030,7,1,4,0.0
458,FR_OCGT,2030,7,5,8,0.0
459,FR_OCGT,2030,7,9,12,0.0
460,FR_OCGT,2030,7,13,16,0.0
461,FR_OCGT,2030,7,17,20,0.0
462,FR_OCGT,2030,7,21,24,0.0
463,FR_OCGT,2030,8,1,4,0.0
464,FR_OCGT,2030,8,5,8,0.0
465,FR_OCGT,2030,8,9,12,0.0
466,FR_OCGT,2030,8,13,16,0.0
467,FR_OCGT,2030,8,17,20,0.0
468,FR_OCGT,2030,8,21,24,0.0
469,FR_OCGT,2030,9,1,4,0.0
470,FR_OCGT,2030,9,5,8,0.0
471,FR_OCGT,2030,9,9,12,0.0
472,FR_OCGT,2030,9,13,16,0.0
473,FR_OCGT,2030,9,17,20,0.0
474,FR_OCGT,2030,9,21,24,0.0
475,FR_OCGT,2030,10,1,4,0.0
476,FR_OCGT,2030,10,5,8,0.0
477,FR_OCGT,2030,10,9,12,0.0
478,FR_OCGT,2030,10,13,16,0.0
479,FR_OCGT,2030,10,17,20,0.0
480,FR_OCGT,2030,10,21,24,0.0
481,LU_CCGT,2030,1,1,4,0.0
482,LU_CCGT,2030,1,5,8,0.0
483,LU_CCGT,2030,1,9,12,0.0
484,LU_CCGT,2030,1,13,16,0.0
485,LU_CCGT,2030,1,17,20,0.0
486,LU_CCGT,2030,1,21,24,0.0
487,LU_CCGT,2030,2,1,4,0.0
488,LU_CCGT,2030,2,5,8,0.0
489,LU_CCGT,2030,2,9,12,0.0
490,LU_CCGT,2030,2,13,16,0.0
491,LU_CCGT,2030,2,17,20,0.0
492,LU_CCGT,2030,2,21,24,0.0
493,LU_CCGT,2030,3,1,4,0.0
494,LU_CCGT,2030,3,5,8,0.0
495,LU_CCGT,2030,3,9,12,0.0
496,LU_CCGT,2030,3,13,16,0.0
497,LU_CCGT,2030,3,17,20,0.0
498,LU_CCGT,2030,3,21,24,0.0
499,LU_CCGT,2030,4,1,4,0.0
500,LU_CCGT,2030,4,5,8,0.0
501,LU_CCGT,2030,4,9,12,0.0
502,LU_CCGT,2030,4,13,16,0.0
503,LU_CCGT,2030,4,17,20,0.0
504,LU_CCGT,2030,4,21,24,0.0
505,LU_CCGT,2030,5,1,4,0.0
506,LU_CCGT,2030,5,5,8,0.0
507,LU_CCGT,2030,5,9,12,0.0
508,LU_CCGT,2030,5,13,16,0.0
509,LU_CCGT,2030,5,17,20,0.0
510,LU_CCGT,2030,5,21,24,0.0
511,LU_CCGT,2030,6,1,4,0.0
512,LU_CCGT,2030,6,5,8,0.0
513,LU_CCGT,2030,6,9,12,0.0
514,LU_CCGT,2030,6,13,16,0.0
515,LU_CCGT,2030,6,17,20,0.0
516,LU_CCGT,2030,6,21,24,0.0
517,LU_CCGT,2030,7,1,4,0.0
518,LU_CCGT,2030,7,5,8,0.0
519,LU_CCGT,2030,7,9,12,0.0
520,LU_CCGT,2030,7,13,16,0.0
521,LU_CCGT,2030,7,17,20,0.0
522,LU_CCGT,2030,7,21,24,0.0
523,LU_CCGT,2030,8,1,4,0.0
524,LU_CCGT,2030,8,5,8,0.0
525,LU_CCGT,2030,8,9,12,0.0
526,LU_CCGT,2030,8,13,16,0.0
527,LU_CCGT,2030,8,17,20,0.0
528,LU_CCGT,2030,8,21,24,0.0
529,LU_CCGT,2030,9,1,4,0.0
530,LU_CCGT,2030,9,5,8,0.0
531,LU_CCGT,2030,9,9,12,0.0
532,LU_CCGT,2030,9,13,16,0.0
533,LU_CCGT,2030,9,17,20,0.0
534,LU_CCGT,2030,9,21,24,0.0
535,LU_CCGT,2030,10,1,4,0.0
536,LU_CCGT,2030,10,5,8,0.0
537,LU_CCGT,2030,10,9,12,0.0
538,LU_CCGT,2030,10,13,16,0.0
539,LU_CCGT,2030,10,17,20,0.0
540,LU_CCGT,2030,10,21,24,0.0
541,LU_OCGT,2030,1,1,4,0.0
542,LU_OCGT,2030,1,5,8,0.0
543,LU_OCGT,2030,1,9,12,0.0
544,LU_OCGT,2030,1,13,16,0.0
545,LU_OCGT,2030,1,17,20,0.0
546,LU_OCGT,2030,1,21,24,0.0
547,LU_OCGT,2030,2,1,4,0.0
548,LU_OCGT,2030,2,5,8,0.0
549,LU_OCGT,2030,2,9,12,0.0
550,LU_OCGT,2030,2,13,16,0.0
551,LU_OCGT,2030,2,17,20,0.0
552,LU_OCGT,2030,2,21,24,0.0
553,LU_OCGT,2030,3,1,4,0.0
554,LU_OCGT,2030,3,5,8,0.0
555,LU_OCGT,2030,3,9,12,0.0
556,LU_OCGT,2030,3,13,16,0.0
557,LU_OCGT,2030,3,17,20,0.0
558,LU_OCGT,2030,3,21,24,0.0
559,LU_OCGT,2030,4,1,4,0.0
560,LU_OCGT,2030,4,5,8,0.0
561,LU_OCGT,2030,4,9,12,0.0
562,LU_OCGT,2030,4,13,16,0.0
563,LU_OCGT,2030,4,17,20,0.0
564,LU_OCGT,2030,4,21,24,0.0
565,LU_OCGT,2030,5,1,4,0.0
566,LU_OCGT,2030,5,5,8,0.0
567,LU_OCGT,2030,5,9,12,0.0
568,LU_OCGT,2030,5,13,16,0.0
569,LU_OCGT,2030,5,17,20,0.0
570,LU_OCGT,2030,5,21,24,0.0
571,LU_OCGT,2030,6,1,4,0.0
572,LU_OCGT,2030,6,5,8,0.0
573,LU_OCGT,2030,6,9,12,0.0
574,LU_OCGT,2030,6,13,16,0.0
575,LU_OCGT,2030,6,17,20,0.0
576,LU_OCGT,2030,6,21,24,0.0
577,LU_OCGT,2030,7,1,4,0.0
578,LU_OCGT,2030,7,5,8,0.0
579,LU_OCGT,2030,7,9,12,0.0
580,LU_OCGT,2030,7,13,16,0.0
581,LU_OCGT,2030,7,17,20,0.0
582,LU_OCGT,2030,7,21,24,0.0
583,LU_OCGT,2030,8,1,4,0.0
584,LU_OCGT,2030,8,5,8,0.0
585,LU_OCGT,2030,8,9,12,0.0
586,LU_OCGT,2030,8,13,16,0.0
