id,asset,year,rep_period,time_block_start,time_block_end,dual_start_up_upper_bound
168,CH_Coal,2030,4,10,12,0.0
169,CH_Coal,2030,4,13,15,0.0
170,CH_Coal,2030,4,16,18,0.0
171,CH_Coal,2030,4,19,21,0.0
172,CH_Coal,2030,4,22,24,0.0
173,CH_Coal,2030,5,1,3,0.0
174,CH_Coal,2030,5,4,6,0.0
175,CH_Coal,2030,5,7,9,0.0
176,CH_Coal,2030,5,10,12,0.0
177,CH_Coal,2030,5,13,15,0.0
178,CH_Coal,2030,5,16,18,0.0
179,CH_Coal,2030,5,19,21,0.0
180,CH_Coal,2030,5,22,24,0.0
181,CH_Coal,2030,6,1,3,0.0
182,CH_Coal,2030,6,4,6,0.0
183,CH_Coal,2030,6,7,9,0.0
184,CH_Coal,2030,6,10,12,0.0
185,CH_Coal,2030,6,13,15,0.0
186,CH_Coal,2030,6,16,18,0.0
187,CH_Coal,2030,6,19,21,0.0
188,CH_Coal,2030,6,22,24,0.0
189,CH_Coal,2030,7,1,3,0.0
190,CH_Coal,2030,7,4,6,0.0
191,CH_Coal,2030,7,7,9,0.0
192,CH_Coal,2030,7,10,12,0.0
193,CH_Coal,2030,7,13,15,0.0
194,CH_Coal,2030,7,16,18,0.0
195,CH_Coal,2030,7,19,21,0.0
196,CH_Coal,2030,7,22,24,0.0
197,CH_Coal,2030,8,1,3,0.0
198,CH_Coal,2030,8,4,6,0.0
199,CH_Coal,2030,8,7,9,0.0
200,CH_Coal,2030,8,10,12,0.0
201,CH_Coal,2030,8,13,15,0.0
202,CH_Coal,2030,8,16,18,0.0
203,CH_Coal,2030,8,19,21,0.0
204,CH_Coal,2030,8,22,24,0.0
205,CH_Coal,2030,9,1,3,0.0
206,CH_Coal,2030,9,4,6,0.0
207,CH_Coal,2030,9,7,9,0.0
208,CH_Coal,2030,9,10,12,0.0
209,CH_Coal,2030,9,13,15,0.0
210,CH_Coal,2030,9,16,18,0.0
211,CH_Coal,2030,9,19,21,0.0
212,CH_Coal,2030,9,22,24,0.0
213,CH_Coal,2030,10,1,3,0.0
214,CH_Coal,2030,10,4,6,0.0
215,CH_Coal,2030,10,7,9,0.0
216,CH_Coal,2030,10,10,12,0.0
217,CH_Coal,2030,10,13,15,0.0
218,CH_Coal,2030,10,16,18,0.0
219,CH_Coal,2030,10,19,21,0.0
220,CH_Coal,2030,10,22,24,0.0
221,CH_Nuclear,2030,1,1,2,0.0
222,CH_Nuclear,2030,1,5,6,0.0
223,CH_Nuclear,2030,1,9,10,0.0
224,CH_Nuclear,2030,1,13,14,0.0
225,CH_Nuclear,2030,1,17,18,0.0
226,CH_Nuclear,2030,1,21,22,0.0
227,CH_Nuclear,2030,2,1,2,0.0
228,CH_Nuclear,2030,2,5,6,0.0
229,CH_Nuclear,2030,2,9,10,0.0
230,CH_Nuclear,2030,2,13,14,0.0
231,CH_Nuclear,2030,2,17,18,0.0
232,CH_Nuclear,2030,2,21,22,0.0
233,CH_Nuclear,2030,3,1,2,0.0
234,CH_Nuclear,2030,3,5,6,0.0
235,CH_Nuclear,2030,3,9,10,0.0
236,CH_Nuclear,2030,3,13,14,0.0
237,CH_Nuclear,2030,3,17,18,0.0
238,CH_Nuclear,2030,3,21,22,0.0
239,CH_Nuclear,2030,4,1,2,0.0
240,CH_Nuclear,2030,4,5,6,0.0
241,CH_Nuclear,2030,4,9,10,0.0
242,CH_Nuclear,2030,4,13,14,0.0
243,CH_Nuclear,2030,4,17,18,0.0
244,CH_Nuclear,2030,4,21,22,0.0
245,CH_Nuclear,2030,5,1,2,0.0
246,CH_Nuclear,2030,5,5,6,0.0
247,CH_Nuclear,2030,5,9,10,0.0
248,CH_Nuclear,2030,5,13,14,0.0
249,CH_Nuclear,2030,5,17,18,0.0
250,CH_Nuclear,2030,5,21,22,0.0
251,CH_Nuclear,2030,6,1,2,0.0
252,CH_Nuclear,2030,6,5,6,0.0
253,CH_Nuclear,2030,6,9,10,0.0
254,CH_Nuclear,2030,6,13,14,0.0
255,CH_Nuclear,2030,6,17,18,0.0
256,CH_Nuclear,2030,6,21,22,0.0
257,CH_Nuclear,2030,7,1,2,0.0
258,CH_Nuclear,2030,7,5,6,0.0
259,CH_Nuclear,2030,7,9,10,0.0
260,CH_Nuclear,2030,7,13,14,0.0
261,CH_Nuclear,2030,7,17,18,0.0
262,CH_Nuclear,2030,7,21,22,0.0
263,CH_Nuclear,2030,8,1,2,0.0
264,CH_Nuclear,2030,8,5,6,0.0
265,CH_Nuclear,2030,8,9,10,0.0
266,CH_Nuclear,2030,8,13,14,0.0
267,CH_Nuclear,2030,8,17,18,0.0
268,CH_Nuclear,2030,8,21,22,0.0
269,CH_Nuclear,2030,9,1,2,0.0
270,CH_Nuclear,2030,9,5,6,0.0
271,CH_Nuclear,2030,9,9,10,0.0
272,CH_Nuclear,2030,9,13,14,0.0
273,CH_Nuclear,2030,9,17,18,0.0
274,CH_Nuclear,2030,9,21,22,0.0
275,CH_Nuclear,2030,10,1,2,0.0
276,CH_Nuclear,2030,10,5,6,0.0
277,CH_Nuclear,2030,10,9,10,0.0
278,CH_Nuclear,2030,10,13,14,0.0
279,CH_Nuclear,2030,10,17,18,0.0
280,CH_Nuclear,2030,10,21,22,0.0
281,DE_Coal,2030,1,1,3,0.0
282,DE_Coal,2030,1,4,6,0.0
283,DE_Coal,2030,1,7,9,0.0
284,DE_Coal,2030,1,10,12,0.0
285,DE_Coal,2030,1,13,15,0.0
286,DE_Coal,2030,1,16,18,0.0
287,DE_Coal,2030,1,19,21,0.0
288,DE_Coal,2030,1,22,24,0.0
289,DE_Coal,2030,2,1,3,0.0
290,DE_Coal,2030,2,4,6,0.0
291,DE_Coal,2030,2,7,9,0.0
292,DE_Coal,2030,2,10,12,0.0
293,DE_Coal,2030,2,13,15,0.0
294,DE_Coal,2030,2,16,18,0.0
295,DE_Coal,2030,2,19,21,0.0
296,DE_Coal,2030,2,22,24,0.0
297,DE_Coal,2030,3,1,3,0.0
298,DE_Coal,2030,3,4,6,0.0
299,DE_Coal,2030,3,7,9,0.0
300,DE_Coal,2030,3,10,12,0.0
301,DE_Coal,2030,3,13,15,0.0
302,DE_Coal,2030,3,16,18,0.0
303,DE_Coal,2030,3,19,21,0.0
304,DE_Coal,2030,3,22,24,0.0
305,DE_Coal,2030,4,1,3,0.0
306,DE_Coal,2030,4,4,6,0.0
307,DE_Coal,2030,4,7,9,0.0
308,DE_Coal,2030,4,10,12,0.0
309,DE_Coal,2030,4,13,15,0.0
310,DE_Coal,2030,4,16,18,0.0
311,DE_Coal,2030,4,19,21,0.0
312,DE_Coal,2030,4,22,24,0.0
313,DE_Coal,2030,5,1,3,0.0
314,DE_Coal,2030,5,4,6,0.0
315,DE_Coal,2030,5,7,9,0.0
316,DE_Coal,2030,5,10,12,0.0
317,DE_Coal,2030,5,13,15,0.0
318,DE_Coal,2030,5,16,18,0.0
319,DE_Coal,2030,5,19,21,0.0
320,DE_Coal,2030,5,22,24,0.0
321,DE_Coal,2030,6,1,3,0.0
322,DE_Coal,2030,6,4,6,0.0
323,DE_Coal,2030,6,7,9,0.0
324,DE_Coal,2030,6,10,12,0.0
325,DE_Coal,2030,6,13,15,0.0
326,DE_Coal,2030,6,16,18,0.0
327,DE_Coal,2030,6,19,21,0.0
328,DE_Coal,2030,6,22,24,0.0
329,DE_Coal,2030,7,1,3,0.0
330,DE_Coal,2030,7,4,6,0.0
331,DE_Coal,2030,7,7,9,0.0
332,DE_Coal,2030,7,10,12,0.0
333,DE_Coal,2030,7,13,15,0.0
334,DE_Coal,2030,7,16,18,0.0
335,DE_Coal,2030,7,19,21,0.0
336,DE_Coal,2030,7,22,24,0.0
337,DE_Coal,2030,8,1,3,0.0
338,DE_Coal,2030,8,4,6,0.0
339,DE_Coal,2030,8,7,9,0.0
340,DE_Coal,2030,8,10,12,0.0
341,DE_Coal,2030,8,13,15,0.0
342,DE_Coal,2030,8,16,18,0.0
343,DE_Coal,2030,8,19,21,0.0
344,DE_Coal,2030,8,22,24,0.0
345,DE_Coal,2030,9,1,3,0.0
346,DE_Coal,2030,9,4,6,0.0
347,DE_Coal,2030,9,7,9,0.0
348,DE_Coal,2030,9,10,12,0.0
349,DE_Coal,2030,9,13,15,0.0
350,DE_Coal,2030,9,16,18,0.0
351,DE_Coal,2030,9,19,21,0.0
352,DE_Coal,2030,9,22,24,0.0
353,DE_Coal,2030,10,1,3,0.0
354,DE_Coal,2030,10,4,6,0.0
355,DE_Coal,2030,10,7,9,0.0
356,DE_Coal,2030,10,10,12,0.0
357,DE_Coal,2030,10,13,15,0.0
358,DE_Coal,2030,10,16,18,0.0
359,DE_Coal,2030,10,19,21,0.0
360,DE_Coal,2030,10,22,24,0.0
361,DE_Nuclear,2030,1,1,2,0.0
362,DE_Nuclear,2030,1,5,6,0.0
363,DE_Nuclear,2030,1,9,10,0.0
364,DE_Nuclear,2030,1,13,14,0.0
365,DE_Nuclear,2030,1,17,18,0.0
366,DE_Nuclear,2030,1,21,22,0.0
367,DE_Nuclear,2030,2,1,2,0.0
368,DE_Nuclear,2030,2,5,6,0.0
369,DE_Nuclear,2030,2,9,10,0.0
370,DE_Nuclear,2030,2,13,14,0.0
371,DE_Nuclear,2030,2,17,18,0.0
372,DE_Nuclear,2030,2,21,22,0.0
373,DE_Nuclear,2030,3,1,2,0.0
374,DE_Nuclear,2030,3,5,6,0.0
375,DE_Nuclear,2030,3,9,10,0.0
376,DE_Nuclear,2030,3,13,14,0.0
377,DE_Nuclear,2030,3,17,18,0.0
378,DE_Nuclear,2030,3,21,22,0.0
379,DE_Nuclear,2030,4,1,2,0.0
380,DE_Nuclear,2030,4,5,6,0.0
381,DE_Nuclear,2030,4,9,10,0.0
382,DE_Nuclear,2030,4,13,14,0.0
383,DE_Nuclear,2030,4,17,18,0.0
384,DE_Nuclear,2030,4,21,22,0.0
385,DE_Nuclear,2030,5,1,2,0.0
386,DE_Nuclear,2030,5,5,6,0.0
387,DE_Nuclear,2030,5,9,10,0.0
388,DE_Nuclear,2030,5,13,14,0.0
389,DE_Nuclear,2030,5,17,18,0.0
390,DE_Nuclear,2030,5,21,22,0.0
391,DE_Nuclear,2030,6,1,2,0.0
392,DE_Nuclear,2030,6,5,6,0.0
393,DE_Nuclear,2030,6,9,10,0.0
394,DE_Nuclear,2030,6,13,14,0.0
395,DE_Nuclear,2030,6,17,18,0.0
396,DE_Nuclear,2030,6,21,22,0.0
397,DE_Nuclear,2030,7,1,2,0.0
398,DE_Nuclear,2030,7,5,6,0.0
399,DE_Nuclear,2030,7,9,10,0.0
400,DE_Nuclear,2030,7,13,14,0.0
401,DE_Nuclear,2030,7,17,18,0.0
402,DE_Nuclear,2030,7,21,22,0.0
403,DE_Nuclear,2030,8,1,2,0.0
404,DE_Nuclear,2030,8,5,6,0.0
405,DE_Nuclear,2030,8,9,10,0.0
406,DE_Nuclear,2030,8,13,14,0.0
407,DE_Nuclear,2030,8,17,18,0.0
408,DE_Nuclear,2030,8,21,22,0.0
409,DE_Nuclear,2030,9,1,2,0.0
410,DE_Nuclear,2030,9,5,6,0.0
411,DE_Nuclear,2030,9,9,10,0.0
412,DE_Nuclear,2030,9,13,14,0.0
413,DE_Nuclear,2030,9,17,18,0.0
414,DE_Nuclear,2030,9,21,22,0.0
415,DE_Nuclear,2030,10,1,2,0.0
416,DE_Nuclear,2030,10,5,6,0.0
417,DE_Nuclear,2030,10,9,10,0.0
418,DE_Nuclear,2030,10,13,14,0.0
419,DE_Nuclear,2030,10,17,18,0.0
420,DE_Nuclear,2030,10,21,22,0.0
421,FR_Coal,2030,1,1,3,0.0
422,FR_Coal,2030,1,4,6,0.0
423,FR_Coal,2030,1,7,9,0.0
424,FR_Coal,2030,1,10,12,0.0
425,FR_Coal,2030,1,13,15,0.0
426,FR_Coal,2030,1,16,18,0.0
427,FR_Coal,2030,1,19,21,0.0
428,FR_Coal,2030,1,22,24,0.0
429,FR_Coal,2030,2,1,3,0.0
430,FR_Coal,2030,2,4,6,0.0
431,FR_Coal,2030,2,7,9,0.0
432,FR_Coal,2030,2,10,12,0.0
433,FR_Coal,2030,2,13,15,0.0
434,FR_Coal,2030,2,16,18,0.0
435,FR_Coal,2030,2,19,21,0.0
436,FR_Coal,2030,2,22,24,0.0
437,FR_Coal,2030,3,1,3,0.0
438,FR_Coal,2030,3,4,6,0.0
439,FR_Coal,2030,3,7,9,0.0
440,FR_Coal,2030,3,10,12,0.0
441,FR_Coal,2030,3,13,15,0.0
442,FR_Coal,2030,3,16,18,0.0
443,FR_Coal,2030,3,19,21,0.0
444,FR_Coal,2030,3,22,24,0.0
445,FR_Coal,2030,4,1,3,0.0
446,FR_Coal,2030,4,4,6,0.0
447,FR_Coal,2030,4,7,9,0.0
448,FR_Coal,2030,4,10,12,0.0
449,FR_Coal,2030,4,13,15,0.0
450,FR_Coal,2030,4,16,18,0.0
451,FR_Coal,2030,4,19,21,0.0
452,FR_Coal,2030,4,22,24,0.0
453,FR_Coal,2030,5,1,3,0.0
454,FR_Coal,2030,5,4,6,0.0
455,FR_Coal,2030,5,7,9,0.0
456,FR_Coal,2030,5,10,12,0.0
457,FR_Coal,2030,5,13,15,0.0
458,FR_Coal,2030,5,16,18,0.0
459,FR_Coal,2030,5,19,21,0.0
460,FR_Coal,2030,5,22,24,0.0
461,FR_Coal,2030,6,1,3,0.0
462,FR_Coal,2030,6,4,6,0.0
463,FR_Coal,2030,6,7,9,0.0
464,FR_Coal,2030,6,10,12,0.0
465,FR_Coal,2030,6,13,15,0.0
466,FR_Coal,2030,6,16,18,0.0
467,FR_Coal,2030,6,19,21,0.0
468,FR_Coal,2030,6,22,24,0.0
469,FR_Coal,2030,7,1,3,0.0
470,FR_Coal,2030,7,4,6,0.0
471,FR_Coal,2030,7,7,9,0.0
472,FR_Coal,2030,7,10,12,0.0
473,FR_Coal,2030,7,13,15,0.0
474,FR_Coal,2030,7,16,18,0.0
475,FR_Coal,2030,7,19,21,0.0
476,FR_Coal,2030,7,22,24,0.0
477,FR_Coal,2030,8,1,3,0.0
478,FR_Coal,2030,8,4,6,0.0
479,FR_Coal,2030,8,7,9,0.0
480,FR_Coal,2030,8,10,12,0.0
481,FR_Coal,2030,8,13,15,0.0
482,FR_Coal,2030,8,16,18,0.0
483,FR_Coal,2030,8,19,21,0.0
484,FR_Coal,2030,8,22,24,0.0
485,FR_Coal,2030,9,1,3,0.0
486,FR_Coal,2030,9,4,6,0.0
487,FR_Coal,2030,9,7,9,0.0
488,FR_Coal,2030,9,10,12,0.0
489,FR_Coal,2030,9,13,15,0.0
490,FR_Coal,2030,9,16,18,0.0
491,FR_Coal,2030,9,19,21,0.0
492,FR_Coal,2030,9,22,24,0.0
493,FR_Coal,2030,10,1,3,0.0
494,FR_Coal,2030,10,4,6,0.0
495,FR_Coal,2030,10,7,9,0.0
496,FR_Coal,2030,10,10,12,0.0
497,FR_Coal,2030,10,13,15,0.0
498,FR_Coal,2030,10,16,18,0.0
499,FR_Coal,2030,10,19,21,0.0
500,FR_Coal,2030,10,22,24,0.0
501,FR_Nuclear,2030,1,1,2,0.0
502,FR_Nuclear,2030,1,5,6,0.0
503,FR_Nuclear,2030,1,9,10,0.0
504,FR_Nuclear,2030,1,13,14,0.0
505,FR_Nuclear,2030,1,17,18,0.0
506,FR_Nuclear,2030,1,21,22,0.0
507,FR_Nuclear,2030,2,1,2,0.0
508,FR_Nuclear,2030,2,5,6,0.0
509,FR_Nuclear,2030,2,9,10,0.0
510,FR_Nuclear,2030,2,13,14,0.0
511,FR_Nuclear,2030,2,17,18,0.0
512,FR_Nuclear,2030,2,21,22,0.0
513,FR_Nuclear,2030,3,1,2,0.0
514,FR_Nuclear,2030,3,5,6,0.0
515,FR_Nuclear,2030,3,9,10,0.0
516,FR_Nuclear,2030,3,13,14,0.0
517,FR_Nuclear,2030,3,17,18,0.0
518,FR_Nuclear,2030,3,21,22,0.0
519,FR_Nuclear,2030,4,1,2,0.0
520,FR_Nuclear,2030,4,5,6,0.0
521,FR_Nuclear,2030,4,9,10,0.0
522,FR_Nuclear,2030,4,13,14,0.0
523,FR_Nuclear,2030,4,17,18,0.0
524,FR_Nuclear,2030,4,21,22,0.0
525,FR_Nuclear,2030,5,1,2,0.0
526,FR_Nuclear,2030,5,5,6,0.0
527,FR_Nuclear,2030,5,9,10,0.0
528,FR_Nuclear,2030,5,13,14,0.0
529,FR_Nuclear,2030,5,17,18,0.0
530,FR_Nuclear,2030,5,21,22,0.0
531,FR_Nuclear,2030,6,1,2,0.0
532,FR_Nuclear,2030,6,5,6,0.0
533,FR_Nuclear,2030,6,9,10,0.0
534,FR_Nuclear,2030,6,13,14,0.0
535,FR_Nuclear,2030,6,17,18,0.0
536,FR_Nuclear,2030,6,21,22,0.0
537,FR_Nuclear,2030,7,1,2,0.0
538,FR_Nuclear,2030,7,5,6,0.0
539,FR_Nuclear,2030,7,9,10,0.0
540,FR_Nuclear,2030,7,13,14,0.0
541,FR_Nuclear,2030,7,17,18,0.0
542,FR_Nuclear,2030,7,21,22,0.0
543,FR_Nuclear,2030,8,1,2,0.0
544,FR_Nuclear,2030,8,5,6,0.0
545,FR_Nuclear,2030,8,9,10,0.0
546,FR_Nuclear,2030,8,13,14,0.0
547,FR_Nuclear,2030,8,17,18,0.0
548,FR_Nuclear,2030,8,21,22,0.0
549,FR_Nuclear,2030,9,1,2,0.0
550,FR_Nuclear,2030,9,5,6,0.0
551,FR_Nuclear,2030,9,9,10,0.0
552,FR_Nuclear,2030,9,13,14,0.0
553,FR_Nuclear,2030,9,17,18,0.0
554,FR_Nuclear,2030,9,21,22,0.0
555,FR_Nuclear,2030,10,1,2,0.0
556,FR_Nuclear,2030,10,5,6,0.0
557,FR_Nuclear,2030,10,9,10,0.0
558,FR_Nuclear,2030,10,13,14,0.0
559,FR_Nuclear,2030,10,17,18,0.0
560,FR_Nuclear,2030,10,21,22,0.0
561,LU_Coal,2030,1,1,3,0.0
562,LU_Coal,2030,1,4,6,0.0
563,LU_Coal,2030,1,7,9,0.0
564,LU_Coal,2030,1,10,12,0.0
565,LU_Coal,2030,1,13,15,0.0
566,LU_Coal,2030,1,16,18,0.0
567,LU_Coal,2030,1,19,21,0.0
568,LU_Coal,2030,1,22,24,0.0
569,LU_Coal,2030,2,1,3,0.0
570,LU_Coal,2030,2,4,6,0.0
571,LU_Coal,2030,2,7,9,0.0
572,LU_Coal,2030,2,10,12,0.0
573,LU_Coal,2030,2,13,15,0.0
574,LU_Coal,2030,2,16,18,0.0
575,LU_Coal,2030,2,19,21,0.0
576,LU_Coal,2030,2,22,24,0.0
577,LU_Coal,2030,3,1,3,0.0
578,LU_Coal,2030,3,4,6,0.0
579,LU_Coal,2030,3,7,9,0.0
580,LU_Coal,2030,3,10,12,0.0
581,LU_Coal,2030,3,13,15,0.0
582,LU_Coal,2030,3,16,18,0.0
583,LU_Coal,2030,3,19,21,0.0
584,LU_Coal,2030,3,22,24,0.0
585,LU_Coal,2030,4,1,3,0.0
586,LU_Coal,2030,4,4,6,0.0
587,LU_Coal,2030,4,7,9,0.0
588,LU_Coal,2030,4,10,12,0.0
589,LU_Coal,2030,4,13,15,0.0
590,LU_Coal,2030,4,16,18,0.0
591,LU_Coal,2030,4,19,21,0.0
592,LU_Coal,2030,4,22,24,0.0
593,LU_Coal,2030,5,1,3,0.0
594,LU_Coal,2030,5,4,6,0.0
595,LU_Coal,2030,5,7,9,0.0
596,LU_Coal,2030,5,10,12,0.0
597,LU_Coal,2030,5,13,15,0.0
598,LU_Coal,2030,5,16,18,0.0
599,LU_Coal,2030,5,19,21,0.0
600,LU_Coal,2030,5,22,24,0.0
601,LU_Coal,2030,6,1,3,0.0
602,LU_Coal,2030,6,4,6,0.0
603,LU_Coal,2030,6,7,9,0.0
604,LU_Coal,2030,6,10,12,0.0
605,LU_Coal,2030,6,13,15,0.0
606,LU_Coal,2030,6,16,18,0.0
607,LU_Coal,2030,6,19,21,0.0
608,LU_Coal,2030,6,22,24,0.0
609,LU_Coal,2030,7,1,3,0.0
610,LU_Coal,2030,7,4,6,0.0
611,LU_Coal,2030,7,7,9,0.0
