id,asset,year,rep_period,time_block_start,time_block_end,dual_max_output_flow_with_basic_unit_commitment
235,BE_Nuclear,2030,3,21,22,0.0
236,BE_Nuclear,2030,3,23,24,0.0
237,BE_Nuclear,2030,4,1,2,0.0
238,BE_Nuclear,2030,4,3,4,0.0
239,BE_Nuclear,2030,4,5,6,0.0
240,BE_Nuclear,2030,4,7,8,0.0
241,BE_Nuclear,2030,4,9,10,0.0
242,BE_Nuclear,2030,4,11,12,0.0
243,BE_Nuclear,2030,4,13,14,0.0
244,BE_Nuclear,2030,4,15,16,0.0
245,BE_Nuclear,2030,4,17,18,0.0
246,BE_Nuclear,2030,4,19,20,0.0
247,BE_Nuclear,2030,4,21,22,0.0
248,BE_Nuclear,2030,4,23,24,0.0
249,BE_Nuclear,2030,5,1,2,0.0
250,BE_Nuclear,2030,5,3,4,0.0
251,BE_Nuclear,2030,5,5,6,0.0
252,BE_Nuclear,2030,5,7,8,0.0
253,BE_Nuclear,2030,5,9,10,0.0
254,BE_Nuclear,2030,5,11,12,0.0
255,BE_Nuclear,2030,5,13,14,0.0
256,BE_Nuclear,2030,5,15,16,0.0
257,BE_Nuclear,2030,5,17,18,0.0
258,BE_Nuclear,2030,5,19,20,0.0
259,BE_Nuclear,2030,5,21,22,0.0
260,BE_Nuclear,2030,5,23,24,0.0
261,BE_Nuclear,2030,6,1,2,0.0
262,BE_Nuclear,2030,6,3,4,0.0
263,BE_Nuclear,2030,6,5,6,0.0
264,BE_Nuclear,2030,6,7,8,0.0
265,BE_Nuclear,2030,6,9,10,0.0
266,BE_Nuclear,2030,6,11,12,0.0
267,BE_Nuclear,2030,6,13,14,0.0
268,BE_Nuclear,2030,6,15,16,0.0
269,BE_Nuclear,2030,6,17,18,0.0
270,BE_Nuclear,2030,6,19,20,0.0
271,BE_Nuclear,2030,6,21,22,0.0
272,BE_Nuclear,2030,6,23,24,0.0
273,BE_Nuclear,2030,7,1,2,0.0
274,BE_Nuclear,2030,7,3,4,0.0
275,BE_Nuclear,2030,7,5,6,0.0
276,BE_Nuclear,2030,7,7,8,0.0
277,BE_Nuclear,2030,7,9,10,0.0
278,BE_Nuclear,2030,7,11,12,0.0
279,BE_Nuclear,2030,7,13,14,0.0
280,BE_Nuclear,2030,7,15,16,0.0
281,BE_Nuclear,2030,7,17,18,0.0
282,BE_Nuclear,2030,7,19,20,0.0
283,BE_Nuclear,2030,7,21,22,0.0
284,BE_Nuclear,2030,7,23,24,0.0
285,BE_Nuclear,2030,8,1,2,0.0
286,BE_Nuclear,2030,8,3,4,0.0
287,BE_Nuclear,2030,8,5,6,0.0
288,BE_Nuclear,2030,8,7,8,0.0
289,BE_Nuclear,2030,8,9,10,0.0
290,BE_Nuclear,2030,8,11,12,0.0
291,BE_Nuclear,2030,8,13,14,0.0
292,BE_Nuclear,2030,8,15,16,0.0
293,BE_Nuclear,2030,8,17,18,0.0
294,BE_Nuclear,2030,8,19,20,0.0
295,BE_Nuclear,2030,8,21,22,0.0
296,BE_Nuclear,2030,8,23,24,0.0
297,BE_Nuclear,2030,9,1,2,0.0
298,BE_Nuclear,2030,9,3,4,0.0
299,BE_Nuclear,2030,9,5,6,0.0
300,BE_Nuclear,2030,9,7,8,0.0
301,BE_Nuclear,2030,9,9,10,0.0
302,BE_Nuclear,2030,9,11,12,0.0
303,BE_Nuclear,2030,9,13,14,0.0
304,BE_Nuclear,2030,9,15,16,0.0
305,BE_Nuclear,2030,9,17,18,0.0
306,BE_Nuclear,2030,9,19,20,0.0
307,BE_Nuclear,2030,9,21,22,0.0
308,BE_Nuclear,2030,9,23,24,0.0
309,BE_Nuclear,2030,10,1,2,0.0
310,BE_Nuclear,2030,10,3,4,0.0
311,BE_Nuclear,2030,10,5,6,0.0
312,BE_Nuclear,2030,10,7,8,0.0
313,BE_Nuclear,2030,10,9,10,0.0
314,BE_Nuclear,2030,10,11,12,0.0
315,BE_Nuclear,2030,10,13,14,0.0
316,BE_Nuclear,2030,10,15,16,0.0
317,BE_Nuclear,2030,10,17,18,0.0
318,BE_Nuclear,2030,10,19,20,0.0
319,BE_Nuclear,2030,10,21,22,0.0
320,BE_Nuclear,2030,10,23,24,0.0
321,BE_OCGT,2030,1,1,2,0.0
322,BE_OCGT,2030,1,3,4,0.0
323,BE_OCGT,2030,1,5,6,0.0
324,BE_OCGT,2030,1,7,8,0.0
325,BE_OCGT,2030,1,9,10,0.0
326,BE_OCGT,2030,1,11,12,0.0
327,BE_OCGT,2030,1,13,14,0.0
328,BE_OCGT,2030,1,15,16,0.0
329,BE_OCGT,2030,1,17,18,0.0
330,BE_OCGT,2030,1,19,20,0.0
331,BE_OCGT,2030,1,21,22,0.0
332,BE_OCGT,2030,1,23,24,0.0
333,BE_OCGT,2030,2,1,2,0.0
334,BE_OCGT,2030,2,3,4,0.0
335,BE_OCGT,2030,2,5,6,0.0
336,BE_OCGT,2030,2,7,8,0.0
337,BE_OCGT,2030,2,9,10,0.0
338,BE_OCGT,2030,2,11,12,0.0
339,BE_OCGT,2030,2,13,14,0.0
340,BE_OCGT,2030,2,15,16,0.0
341,BE_OCGT,2030,2,17,18,0.0
342,BE_OCGT,2030,2,19,20,0.0
343,BE_OCGT,2030,2,21,22,0.0
344,BE_OCGT,2030,2,23,24,0.0
345,BE_OCGT,2030,3,1,2,0.0
346,BE_OCGT,2030,3,3,4,0.0
347,BE_OCGT,2030,3,5,6,0.0
348,BE_OCGT,2030,3,7,8,0.0
349,BE_OCGT,2030,3,9,10,0.0
350,BE_OCGT,2030,3,11,12,0.0
351,BE_OCGT,2030,3,13,14,0.0
352,BE_OCGT,2030,3,15,16,0.0
353,BE_OCGT,2030,3,17,18,0.0
354,BE_OCGT,2030,3,19,20,0.0
355,BE_OCGT,2030,3,21,22,0.0
356,BE_OCGT,2030,3,23,24,0.0
357,BE_OCGT,2030,4,1,2,0.0
358,BE_OCGT,2030,4,3,4,0.0
359,BE_OCGT,2030,4,5,6,0.0
360,BE_OCGT,2030,4,7,8,0.0
361,BE_OCGT,2030,4,9,10,0.0
362,BE_OCGT,2030,4,11,12,0.0
363,BE_OCGT,2030,4,13,14,0.0
364,BE_OCGT,2030,4,15,16,0.0
365,BE_OCGT,2030,4,17,18,0.0
366,BE_OCGT,2030,4,19,20,0.0
367,BE_OCGT,2030,4,21,22,0.0
368,BE_OCGT,2030,4,23,24,0.0
369,BE_OCGT,2030,5,1,2,0.0
370,BE_OCGT,2030,5,3,4,0.0
371,BE_OCGT,2030,5,5,6,0.0
372,BE_OCGT,2030,5,7,8,0.0
373,BE_OCGT,2030,5,9,10,0.0
374,BE_OCGT,2030,5,11,12,0.0
375,BE_OCGT,2030,5,13,14,0.0
376,BE_OCGT,2030,5,15,16,0.0
377,BE_OCGT,2030,5,17,18,0.0
378,BE_OCGT,2030,5,19,20,0.0
379,BE_OCGT,2030,5,21,22,0.0
380,BE_OCGT,2030,5,23,24,0.0
381,BE_OCGT,2030,6,1,2,0.0
382,BE_OCGT,2030,6,3,4,0.0
383,BE_OCGT,2030,6,5,6,0.0
384,BE_OCGT,2030,6,7,8,0.0
385,BE_OCGT,2030,6,9,10,0.0
386,BE_OCGT,2030,6,11,12,0.0
387,BE_OCGT,2030,6,13,14,0.0
388,BE_OCGT,2030,6,15,16,0.0
389,BE_OCGT,2030,6,17,18,0.0
390,BE_OCGT,2030,6,19,20,0.0
391,BE_OCGT,2030,6,21,22,0.0
392,BE_OCGT,2030,6,23,24,0.0
393,BE_OCGT,2030,7,1,2,0.0
394,BE_OCGT,2030,7,3,4,0.0
395,BE_OCGT,2030,7,5,6,0.0
396,BE_OCGT,2030,7,7,8,0.0
397,BE_OCGT,2030,7,9,10,0.0
398,BE_OCGT,2030,7,11,12,0.0
399,BE_OCGT,2030,7,13,14,0.0
400,BE_OCGT,2030,7,15,16,0.0
401,BE_OCGT,2030,7,17,18,0.0
402,BE_OCGT,2030,7,19,20,0.0
403,BE_OCGT,2030,7,21,22,0.0
404,BE_OCGT,2030,7,23,24,0.0
405,BE_OCGT,2030,8,1,2,0.0
406,BE_OCGT,2030,8,3,4,0.0
407,BE_OCGT,2030,8,5,6,0.0
408,BE_OCGT,2030,8,7,8,0.0
409,BE_OCGT,2030,8,9,10,0.0
410,BE_OCGT,2030,8,11,12,0.0
411,BE_OCGT,2030,8,13,14,0.0
412,BE_OCGT,2030,8,15,16,0.0
413,BE_OCGT,2030,8,17,18,0.0
414,BE_OCGT,2030,8,19,20,0.0
415,BE_OCGT,2030,8,21,22,0.0
416,BE_OCGT,2030,8,23,24,0.0
417,BE_OCGT,2030,9,1,2,0.0
418,BE_OCGT,2030,9,3,4,0.0
419,BE_OCGT,2030,9,5,6,0.0
420,BE_OCGT,2030,9,7,8,0.0
421,BE_OCGT,2030,9,9,10,0.0
422,BE_OCGT,2030,9,11,12,0.0
423,BE_OCGT,2030,9,13,14,0.0
424,BE_OCGT,2030,9,15,16,0.0
425,BE_OCGT,2030,9,17,18,0.0
426,BE_OCGT,2030,9,19,20,0.0
427,BE_OCGT,2030,9,21,22,0.0
428,BE_OCGT,2030,9,23,24,0.0
429,BE_OCGT,2030,10,1,2,0.0
430,BE_OCGT,2030,10,3,4,0.0
431,BE_OCGT,2030,10,5,6,0.0
432,BE_OCGT,2030,10,7,8,0.0
433,BE_OCGT,2030,10,9,10,0.0
434,BE_OCGT,2030,10,11,12,0.0
435,BE_OCGT,2030,10,13,14,0.0
436,BE_OCGT,2030,10,15,16,0.0
437,BE_OCGT,2030,10,17,18,0.0
438,BE_OCGT,2030,10,19,20,0.0
439,BE_OCGT,2030,10,21,22,0.0
440,BE_OCGT,2030,10,23,24,0.0
441,CH_CCGT,2030,1,1,2,0.0
442,CH_CCGT,2030,1,3,4,0.0
443,CH_CCGT,2030,1,5,6,0.0
444,CH_CCGT,2030,1,7,8,0.0
445,CH_CCGT,2030,1,9,10,0.0
446,CH_CCGT,2030,1,11,12,0.0
447,CH_CCGT,2030,1,13,14,0.0
448,CH_CCGT,2030,1,15,16,0.0
449,CH_CCGT,2030,1,17,18,0.0
450,CH_CCGT,2030,1,19,20,0.0
451,CH_CCGT,2030,1,21,22,0.0
452,CH_CCGT,2030,1,23,24,0.0
453,CH_CCGT,2030,2,1,2,0.0
454,CH_CCGT,2030,2,3,4,0.0
455,CH_CCGT,2030,2,5,6,0.0
456,CH_CCGT,2030,2,7,8,0.0
457,CH_CCGT,2030,2,9,10,0.0
458,CH_CCGT,2030,2,11,12,0.0
459,CH_CCGT,2030,2,13,14,0.0
460,CH_CCGT,2030,2,15,16,0.0
461,CH_CCGT,2030,2,17,18,0.0
462,CH_CCGT,2030,2,19,20,0.0
463,CH_CCGT,2030,2,21,22,0.0
464,CH_CCGT,2030,2,23,24,0.0
465,CH_CCGT,2030,3,1,2,0.0
466,CH_CCGT,2030,3,3,4,0.0
467,CH_CCGT,2030,3,5,6,0.0
468,CH_CCGT,2030,3,7,8,0.0
469,CH_CCGT,2030,3,9,10,0.0
470,CH_CCGT,2030,3,11,12,0.0
471,CH_CCGT,2030,3,13,14,0.0
472,CH_CCGT,2030,3,15,16,0.0
473,CH_CCGT,2030,3,17,18,0.0
474,CH_CCGT,2030,3,19,20,0.0
475,CH_CCGT,2030,3,21,22,0.0
476,CH_CCGT,2030,3,23,24,0.0
477,CH_CCGT,2030,4,1,2,0.0
478,CH_CCGT,2030,4,3,4,0.0
479,CH_CCGT,2030,4,5,6,0.0
480,CH_CCGT,2030,4,7,8,0.0
481,CH_CCGT,2030,4,9,10,0.0
482,CH_CCGT,2030,4,11,12,0.0
483,CH_CCGT,2030,4,13,14,0.0
484,CH_CCGT,2030,4,15,16,0.0
485,CH_CCGT,2030,4,17,18,0.0
486,CH_CCGT,2030,4,19,20,0.0
487,CH_CCGT,2030,4,21,22,0.0
488,CH_CCGT,2030,4,23,24,0.0
489,CH_CCGT,2030,5,1,2,0.0
490,CH_CCGT,2030,5,3,4,0.0
491,CH_CCGT,2030,5,5,6,0.0
492,CH_CCGT,2030,5,7,8,0.0
493,CH_CCGT,2030,5,9,10,0.0
494,CH_CCGT,2030,5,11,12,0.0
495,CH_CCGT,2030,5,13,14,0.0
496,CH_CCGT,2030,5,15,16,0.0
497,CH_CCGT,2030,5,17,18,0.0
498,CH_CCGT,2030,5,19,20,0.0
499,CH_CCGT,2030,5,21,22,0.0
500,CH_CCGT,2030,5,23,24,0.0
501,CH_CCGT,2030,6,1,2,0.0
502,CH_CCGT,2030,6,3,4,0.0
503,CH_CCGT,2030,6,5,6,0.0
504,CH_CCGT,2030,6,7,8,0.0
505,CH_CCGT,2030,6,9,10,0.0
506,CH_CCGT,2030,6,11,12,0.0
507,CH_CCGT,2030,6,13,14,0.0
508,CH_CCGT,2030,6,15,16,0.0
509,CH_CCGT,2030,6,17,18,0.0
510,CH_CCGT,2030,6,19,20,0.0
511,CH_CCGT,2030,6,21,22,0.0
512,CH_CCGT,2030,6,23,24,0.0
513,CH_CCGT,2030,7,1,2,0.0
514,CH_CCGT,2030,7,3,4,0.0
515,CH_CCGT,2030,7,5,6,0.0
516,CH_CCGT,2030,7,7,8,0.0
517,CH_CCGT,2030,7,9,10,0.0
518,CH_CCGT,2030,7,11,12,0.0
519,CH_CCGT,2030,7,13,14,0.0
520,CH_CCGT,2030,7,15,16,0.0
521,CH_CCGT,2030,7,17,18,0.0
522,CH_CCGT,2030,7,19,20,0.0
523,CH_CCGT,2030,7,21,22,0.0
524,CH_CCGT,2030,7,23,24,0.0
525,CH_CCGT,2030,8,1,2,0.0
526,CH_CCGT,2030,8,3,4,0.0
527,CH_CCGT,2030,8,5,6,0.0
528,CH_CCGT,2030,8,7,8,0.0
529,CH_CCGT,2030,8,9,10,0.0
530,CH_CCGT,2030,8,11,12,0.0
531,CH_CCGT,2030,8,13,14,0.0
532,CH_CCGT,2030,8,15,16,0.0
533,CH_CCGT,2030,8,17,18,0.0
534,CH_CCGT,2030,8,19,20,0.0
535,CH_CCGT,2030,8,21,22,0.0
536,CH_CCGT,2030,8,23,24,0.0
537,CH_CCGT,2030,9,1,2,0.0
538,CH_CCGT,2030,9,3,4,0.0
539,CH_CCGT,2030,9,5,6,0.0
540,CH_CCGT,2030,9,7,8,0.0
541,CH_CCGT,2030,9,9,10,0.0
542,CH_CCGT,2030,9,11,12,0.0
543,CH_CCGT,2030,9,13,14,0.0
544,CH_CCGT,2030,9,15,16,0.0
545,CH_CCGT,2030,9,17,18,0.0
546,CH_CCGT,2030,9,19,20,0.0
547,CH_CCGT,2030,9,21,22,0.0
548,CH_CCGT,2030,9,23,24,0.0
549,CH_CCGT,2030,10,1,2,0.0
550,CH_CCGT,2030,10,3,4,0.0
551,CH_CCGT,2030,10,5,6,0.0
552,CH_CCGT,2030,10,7,8,0.0
553,CH_CCGT,2030,10,9,10,0.0
554,CH_CCGT,2030,10,11,12,0.0
555,CH_CCGT,2030,10,13,14,0.0
556,CH_CCGT,2030,10,15,16,0.0
557,CH_CCGT,2030,10,17,18,0.0
558,CH_CCGT,2030,10,19,20,0.0
559,CH_CCGT,2030,10,21,22,0.0
560,CH_CCGT,2030,10,23,24,0.0
561,CH_Coal,2030,1,1,3,0.0
562,CH_Coal,2030,1,4,6,0.0
563,CH_Coal,2030,1,7,9,0.0
564,CH_Coal,2030,1,10,12,0.0
565,CH_Coal,2030,1,13,15,0.0
566,CH_Coal,2030,1,16,18,0.0
567,CH_Coal,2030,1,19,21,0.0
568,CH_Coal,2030,1,22,24,0.0
569,CH_Coal,2030,2,1,3,0.0
570,CH_Coal,2030,2,4,6,0.0
571,CH_Coal,2030,2,7,9,0.0
572,CH_Coal,2030,2,10,12,0.0
573,CH_Coal,2030,2,13,15,0.0
574,CH_Coal,2030,2,16,18,0.0
575,CH_Coal,2030,2,19,21,0.0
576,CH_Coal,2030,2,22,24,0.0
577,CH_Coal,2030,3,1,3,0.0
578,CH_Coal,2030,3,4,6,0.0
579,CH_Coal,2030,3,7,9,0.0
580,CH_Coal,2030,3,10,12,0.0
581,CH_Coal,2030,3,13,15,0.0
582,CH_Coal,2030,3,16,18,0.0
583,CH_Coal,2030,3,19,21,0.0
584,CH_Coal,2030,3,22,24,0.0
585,CH_Coal,2030,4,1,3,0.0
586,CH_Coal,2030,4,4,6,0.0
587,CH_Coal,2030,4,7,9,0.0
588,CH_Coal,2030,4,10,12,0.0
589,CH_Coal,2030,4,13,15,0.0
590,CH_Coal,2030,4,16,18,0.0
591,CH_Coal,2030,4,19,21,0.0
592,CH_Coal,2030,4,22,24,0.0
593,CH_Coal,2030,5,1,3,0.0
594,CH_Coal,2030,5,4,6,0.0
595,CH_Coal,2030,5,7,9,0.0
596,CH_Coal,2030,5,10,12,0.0
597,CH_Coal,2030,5,13,15,0.0
598,CH_Coal,2030,5,16,18,0.0
599,CH_Coal,2030,5,19,21,0.0
600,CH_Coal,2030,5,22,24,0.0
601,CH_Coal,2030,6,1,3,0.0
602,CH_Coal,2030,6,4,6,0.0
603,CH_Coal,2030,6,7,9,0.0
